Part No.,Part description,Group number,Group name
240483,Manifold Valve,AG-00003,Finished Goods
242369,Manifold Pump Valve,AG-00003,Finished Goods
243953,RHManifold,AG-00003,Finished Goods
27501909,Connector 3 Way,AG-00003,Finished Goods
27502009,Conector 2 way L/H,AG-00003,Finished Goods
27502109,Connector 2 Way,AG-00003,Finished Goods
27502409,Cap White,AG-00003,Finished Goods
27502809,Cap Blue,AG-00003,Finished Goods
27502909,Cap Green,AG-00003,Finished Goods
27511209,Blanking Plug,AG-00003,Finished Goods
27513909,Reservoir Seat EB+,AG-00003,Finished Goods
289-17030M,Motor Shaft Ext,AG-00003,Finished Goods
29328,Cup Filler,AG-00003,Finished Goods
298893,Needle Bearing,AG-00003,Finished Goods
3476250M1,CLIP,AG-00003,Finished Goods
36254-WB,11mm Adjuster Tube,AG-00003,Finished Goods
36255-WB,16mm Adjuster Tube,AG-00003,Finished Goods
36256-WB,22mm Adjuster Tube,AG-00003,Finished Goods
36257-WB,32mm Adjuster Tube,AG-00003,Finished Goods
36258-WB,44mm Adjuster Tube,AG-00003,Finished Goods
3675-220,Retainer,AG-00003,Finished Goods
3852-222,Bearing,AG-00003,Finished Goods
3866-227,Bearing,AG-00003,Finished Goods
3887-232,Valve Body,AG-00003,Finished Goods
3901878M91,"KIT, SPACER",AG-00003,Finished Goods
396-089-1887,PDR Assembly Sleeve,AG-00003,Finished Goods
496-573-1887,Sleeve,AG-00003,Finished Goods
5/02919,Access Cover,AG-00003,Finished Goods
5/03002 - P/067536,Access Cover,AG-00003,Finished Goods
502093,Bearing Needle Caged 1/8 x 7,AG-00003,Finished Goods
502103,Needle Bearing 5/32 x,AG-00003,Finished Goods
5110012,Box Condensate Trap,AG-00003,Finished Goods
5110013,Top Condensate Trap,AG-00003,Finished Goods
5110277,Condensate Trap Assembly,AG-00003,Finished Goods
5111449,Box Condensate Trap,AG-00003,Finished Goods
5111450,Top Condensate trap,AG-00003,Finished Goods
5111451,Condensate Trap Assembly (UK B,AG-00003,Finished Goods
5111752,Top Condensate Trap,AG-00003,Finished Goods
5122200,Condensate Trap Top,AG-00003,Finished Goods
5131801,Condensate Trap Body,AG-00003,Finished Goods
53540,Thrust Bearing,AG-00003,Finished Goods
602C0393-001,Oval Recessed Grip with NS Instert HA1320,AG-00003,Finished Goods
602K1635-001,Large Recessed Grip-NS Insert,AG-00003,Finished Goods
602K1635-001/E,Large Recessed Grip-NS Electromotive Insert,AG-00003,Finished Goods
602K1635-013,SML Cover,AG-00003,Finished Goods
602K1636-001/C - P/068811,Small Recessed Grip-NS Insert-Close Handle,AG-00003,Finished Goods
602K1636-001/E - P/071207,Small Recessed Grip-NS Electromotive Insert,AG-00003,Finished Goods
602K1636-001/O/BN - P/068948,Small Recessed Grip NS Insert - Open Handle,AG-00003,Finished Goods
602K1636-002 - P/068636,Handle (Closed),AG-00003,Finished Goods
602K1636-003/C - P/068993,Cover Cap - Closed Handle,AG-00003,Finished Goods
602K1636-003/O - P/068832,Cover Cap-Open Handle,AG-00003,Finished Goods
602K1636-005 - P/068620,Release Rod,AG-00003,Finished Goods
602K1636-006 - P/068621,Actuating gear Wheel,AG-00003,Finished Goods
602K1636-007 - P/068622,Gear Wheel Inner Actuation,AG-00003,Finished Goods
602K1636-008 - P/068725,Axis,AG-00003,Finished Goods
602K1636-009 - P/068623,Bearing Bush,AG-00003,Finished Goods
602K1636-011 - P/068937,locking Rod m/pn,AG-00003,Finished Goods
602K1636-012 - P/068631,Handle (Open),AG-00003,Finished Goods
602K1636-014 - P/068632,Spring Holder,AG-00003,Finished Goods
602K1639-004 - P/068626,Holder,AG-00003,Finished Goods
602K1639-016,Lock Lever Pin,AG-00003,Finished Goods
602K1640-011,Driving Rod el,AG-00003,Finished Goods
660706667,Ball Spacer,AG-00003,Finished Goods
6L10501364,A0035945 C/B Spring Half Roller,AG-00003,Finished Goods
6L10501474,Fiat Half Roller (11mm),AG-00003,Finished Goods
6L10501474/1,Fiat Half Roller BLUE,AG-00003,Finished Goods
7111-032-00U-del1528986561,Backing Ring,AG-00003,Finished Goods
7530Q0046,Cam Plate,AG-00003,Finished Goods
7551Q0715,Lever Tilt,AG-00003,Finished Goods
7551Q0753,Tilt Lever,AG-00003,Finished Goods
7551Q0821,Tilt Lever,AG-00003,Finished Goods
75611879,Piston Latch Valve,AG-00003,Finished Goods
75612600,Case Black,AG-00003,Finished Goods
780-151-1991-01,Cassette Guide,AG-00003,Finished Goods
780-152-1991-01,Cassette Guide,AG-00003,Finished Goods
7904Q0595,Liner slot,AG-00003,Finished Goods
7904Q0663,RAKE SLEEVE,AG-00003,Finished Goods
7PHAN235,Push Button Assembly,AG-00003,Finished Goods
7PHAN258,Striker Base,AG-00003,Finished Goods
7PHAN283,Screening Striker Lever,AG-00003,Finished Goods
8-718-651-323,Bracket Sump Connection,AG-00003,Finished Goods
8-718-651-684,Bracket Sump Connection Lever,AG-00003,Finished Goods
8-718-654-838,Cover Assembly,AG-00003,Finished Goods
8-718-689-080,Flue Cowl Cover (Deep) 20 Tube SHE - 53001526,AG-00003,Finished Goods
8-718-689-517,Flue Manifold Assy (20 Tube),AG-00003,Finished Goods
8-718-689-762,Flue Cowl Manifold(20 Tube SHE),AG-00003,Finished Goods
8-718-689-807,Adaptor Pump Connection - 53001532,AG-00003,Finished Goods
8-718-690-062,Fitting 22mm Dia. Pipe - 53001535,AG-00003,Finished Goods
8-718-692-794,Control Box PCB Base,AG-00003,Finished Goods
8-718-695-401,Assembly Condensate Trap - 53001533,AG-00003,Finished Goods
8-718-696-925,Grommet EOL test,AG-00003,Finished Goods
8-718-696-981,Control Box Base - Delivered,AG-00003,Finished Goods
8-732-951-318,Control Box PCB Lid HDU,AG-00003,Finished Goods
8-750-300-143,Flue Manifold (20 Tube),AG-00003,Finished Goods
8-750-300-298,Flue Manifold (20 Tube) - 53001791,AG-00003,Finished Goods
821.038.001.044.01D,Ball Holder (Internal part No 877750),AG-00003,Finished Goods
829-003-1961-02,Seal,AG-00003,Finished Goods
8301-015-006,Backing Ring,AG-00003,Finished Goods
831003,Spacer,AG-00003,Finished Goods
836-011-1887,PDR Assembley Sleeve,AG-00003,Finished Goods
8375P0361,W-Sleeve,AG-00003,Finished Goods
8375Q0184,Spacer,AG-00003,Finished Goods
8375Q0223,Spacer,AG-00003,Finished Goods
8375Q0378,Transit Sleeve,AG-00003,Finished Goods
8375Q0379,Clamp Plate,AG-00003,Finished Goods
8375Q0383,Bush,AG-00003,Finished Goods
8375Q0538,Spacer,AG-00003,Finished Goods
8611-015-000,Yellow Backing Ring,AG-00003,Finished Goods
8611-035-00K,Red Back Up Seal,AG-00003,Finished Goods
867320,Rolling Element,AG-00003,Finished Goods
8716-105-093,Flow Manifold - 53001627,AG-00003,Finished Goods
8716-105-095,Air Gap Housing,AG-00003,Finished Goods
8716-106-485,Silensor Body - 53002308,AG-00003,Finished Goods
8716-107-362,RS Air Duct - 53001530,AG-00003,Finished Goods
8716-112-080,Fan Cover,AG-00003,Finished Goods
8716-141-003,Charging Link Key - 53001629,AG-00003,Finished Goods
8716-141-191,Moulding Flow Connector,AG-00003,Finished Goods
8716-141-192,Loop Flow Connector,AG-00003,Finished Goods
8716-141-195,Moulding Return Connector,AG-00003,Finished Goods
8716-143-016,Bottom Manifold,AG-00003,Finished Goods
8716-143-017,Top Manifold,AG-00003,Finished Goods
8718-680-432,T-Piece 18mm - 53001522,AG-00003,Finished Goods
877740,Linear ball Cage,AG-00003,Finished Goods
896-001-1887,Sleeve,AG-00003,Finished Goods
896-009-1887,Sleeve,AG-00003,Finished Goods
972,Roller Bearing Assembly,AG-00003,Finished Goods
9A000116,Charge Housing,AG-00003,Finished Goods
9SRKH747,Striker Housing,AG-00003,Finished Goods
9SXXA201,Polythene Capsule,AG-00003,Finished Goods
9SXXD285,Closure Disc Assembly,AG-00003,Finished Goods
9SXXH689,Flash Tube,AG-00003,Finished Goods
9SXXH804,Safety Catch,AG-00003,Finished Goods
9SXXR146,Adapter,AG-00003,Finished Goods
9SXXR150,Obturator,AG-00003,Finished Goods
ASM09857-PURCH,AFASM0985701 LME009 011019A,AG-00003,Finished Goods
BR-105,AGD305 MOUNTING FOOT,AG-00003,Finished Goods
DRIVE14,Drive Adapter 14mm,AG-00003,Finished Goods
EL1640,47mm 3 Lip Seal,AG-00003,Finished Goods
EL1645,52mm 3 Lip Seal,AG-00003,Finished Goods
EL1677,72 mm Lip Seal,AG-00003,Finished Goods
ENDSEAL-TK45,ENDSEAL FITS 20-35MM 45 WIDE ALFP /ALS/AL COUPLING,AG-00003,Finished Goods
ENDSEAL-TK65,ENDSEAL FITS 38-63MM 65/85 WIDE ALFP/ALS/AL COUPLINGS,AG-00003,Finished Goods
HG-056,AGD905-503 Top Housing,AG-00003,Finished Goods
HG-079,Front Plate,AG-00003,Finished Goods
HG-080,AGD 340 Front Housing,AG-00003,Finished Goods
HG-085,AGD 640 Rear Housing,AG-00003,Finished Goods
HG-091,AGD 932 Top Housing,AG-00003,Finished Goods
HG-092,AGD 932 Bottom Housing,AG-00003,Finished Goods
HG-093,AGD 932 Battery Cover,AG-00003,Finished Goods
HG-096,AGD226 Rear Housing,AG-00003,Finished Goods
HG-097,AGD226 Front Housing,AG-00003,Finished Goods
HG-099,AGD LED Aspect Rear,AG-00003,Finished Goods
HG-106,AGD307 Front Housing,AG-00003,Finished Goods
HG-116,AGD316 Front Housing,AG-00003,Finished Goods
HG-117,AGD316 Rear Housing,AG-00003,Finished Goods
HG-148,AGD 645 Front Housing-Lexan,AG-00003,Finished Goods
IMA00184- PURCH,AFIMA0018003 LMP-101,AG-00003,Finished Goods
OC-057,AGD625 Camera Lens,AG-00003,Finished Goods
OC-071,AGD LED Aspect Lens-Red,AG-00003,Finished Goods
OC-077,AGD LED Aspect Lens-Amber,AG-00003,Finished Goods
OC-078,AGD LED Aspect Lens-Green,AG-00003,Finished Goods
PH001,54mm Back,AG-00003,Finished Goods
PH002,54mm Lense,AG-00003,Finished Goods
PMX001AM,Type 1 Bin Blue,AG-00003,Finished Goods
PMX002AM,Type 2 Bin Blue,AG-00003,Finished Goods
PMX002RM,Type 2 Bin Red,AG-00003,Finished Goods
PMX002YM,Type 2 Bin Yellow,AG-00003,Finished Goods
PMX003AM,Type 3 Bin Blue,AG-00003,Finished Goods
PMX004AM,Type 4 Bin Blue,AG-00003,Finished Goods
R6259,20'' Restrictor Slider,AG-00003,Finished Goods
R6900-PP1367,Black H16 Packer,AG-00003,Finished Goods
R6922,H16 Left Point,AG-00003,Finished Goods
R6923,H16 Right Point,AG-00003,Finished Goods
R6924,H17 Hi-Sec End Point,AG-00003,Finished Goods
R6925,H17 Hi-Sec End Point,AG-00003,Finished Goods
RM720583,Large Catheter Adaptor,AG-00003,Finished Goods
RM720598,Small Catheter Adaptor,AG-00003,Finished Goods
RM720644,27mm Hard Convex (Beige),AG-00003,Finished Goods
RM720645,34mm Hard Convex (Beige),AG-00003,Finished Goods
RM720646,41mm Hard Convex (Beige),AG-00003,Finished Goods
RM720647,47mm Hard Convex (Beige),AG-00003,Finished Goods
RM720648,58mm Hard Convex (Beige),AG-00003,Finished Goods
RMDISK/AST,AST Blanking Disk,AG-00003,Finished Goods
SPF2,Speedrax Medium Duty,AG-00003,Finished Goods
STR H-POST CAP,H-POST VITSOE CAP,AG-00003,Finished Goods
Tool Trial,Tool Samples,AG-00003,Finished Goods
Tool Trials,Tool Samples,AG-00003,Finished Goods
Tub Handle,Handle,AG-00003,Finished Goods
Tub Lid,Lid for Tub,AG-00003,Finished Goods
V1-00060,Vivaflow 50 Wallet,AG-00003,Finished Goods
V1-00061,Vivaflow 50 Wallet Lid,AG-00003,Finished Goods
V1-00207,Bottle 500ml Reservoir,AG-00003,Finished Goods
V1-00253,Vivacell 100 Body,AG-00003,Finished Goods
XVYG001358,Mounting Plate,AG-00003,Finished Goods
XVYG001374,Cable Clipping,AG-00003,Finished Goods
YA0081,63mm Cap PE100 Tapping Tee Black,AG-00003,Finished Goods
ZA2432,Cutter 1.625 Inch - 16UNFx76,AG-00003,Finished Goods
ZU0382-1,Cage,AG-00003,Finished Goods
ZU0383-1,Cage,AG-00003,Finished Goods
ZU0384-1,Cage,AG-00003,Finished Goods
ZU0411-RE,Thrust Retainer,AG-00003,Finished Goods
ZU0444-CA,Split Cage,AG-00003,Finished Goods
ZU0751,Cage,AG-00003,Finished Goods
10-601-312,Throw Away Knives pk of 3,AG-00005,Consumables
DYNA-PURGE D2,PURGE,AG-00005,Consumables
010112AT-50T-BLK-SN,Pusher,AG-00002,Bought Outs
010119-C,Modular Liner Bar -Adjustable Back Stop,AG-00002,Bought Outs
136M3,Trisert,AG-00002,Bought Outs
15500709,Contact Tab,AG-00002,Bought Outs
161170001,EPDM 70 O Ring,AG-00002,Bought Outs
289-17040,Shaft Extension,AG-00002,Bought Outs
45359 Layer Pad,382 X 278 SW Plain,AG-00002,Bought Outs
700-2330,Nylon Clip HC750 Hose Clamp,AG-00002,Bought Outs
730-008,Washer (Clamp Plate),AG-00002,Bought Outs
75612497,Terminal,AG-00002,Bought Outs
75612498,Terminal,AG-00002,Bought Outs
75612499,Terminal,AG-00002,Bought Outs
7PHAN111,Washer,AG-00002,Bought Outs
7PHAN237,Push Button Retention Pin,AG-00002,Bought Outs
7PHAN238,Pin,AG-00002,Bought Outs
8718-654-299,Spring Torsion,AG-00002,Bought Outs
8810P1331,Lever Tilt-Stamping,AG-00002,Bought Outs
Carton 45260,384 X 284 X 160 DW 0200G,AG-00002,Bought Outs
CARTON MINI KIT 1,Carton 460 x 460 x 185,AG-00002,Bought Outs
Elastic Band,Elastic Band,AG-00002,Bought Outs
LF527-M4 X 8.0,Iron Nut,AG-00002,Bought Outs
PIZ00000010,M10 Full Nut A2 Stainless,AG-00002,Bought Outs
PLP1-250-F,Light Pipe,AG-00002,Bought Outs
QB66196,3.02mm x 3.7mm G5 Flat Ended Steel Roller,AG-00002,Bought Outs
SKB-M10 X 20,Nut M10 x 20 1215+Zn Plating,AG-00002,Bought Outs
SKB-M5 X 12,Nut M5 x 12 1215+Zn Plating,AG-00002,Bought Outs
SKB-M6 X 14,Nut M6 x 14 1215+Zn Plating,AG-00002,Bought Outs
SKB-M8 X 18,Nut M8 x 18 1215+Zn Plating,AG-00002,Bought Outs
Small Lid 44648,Small Lid 395 X 295 X 40 150DW 0422,AG-00002,Bought Outs
WHITE CARD 94 X 44,White Card 230mic 94 x 44 (Metabin types 23 & 4),AG-00002,Bought Outs
ZU0382-2,Steel Rollers 1.214mm x 7.06mm,AG-00002,Bought Outs
ZU0383-2,Steel Rollers 2.381mm x 6.8mm,AG-00002,Bought Outs
ZU0411-BA,2mm Grade 100 AISI420 Stainless Steel Balls,AG-00002,Bought Outs
ZU0628,Washer dia 39/27mm,AG-00002,Bought Outs
ZU0629,Washer dia 39/29mm,AG-00002,Bought Outs
RM720940/2,NATURAL SOFT CONVEX 58mm GREENFLEX (RD-182-2) 8 IMP,AG-00003,Finished Goods
MEA-ML012-535,DIN RAIL CLIP,AG-00003,Finished Goods
1504013,Vernier Insert (Acetal),AG-00003,Finished Goods
MEA-ML012-534,POWER SOCKET BLANK PLATE (MAK),AG-00003,Finished Goods
RM720625,47mm Soft Convex,AG-00003,Finished Goods
L8718650990,2D Barcode Label,AG-00002,Bought Outs
L8718651014,2D Barcode Label,AG-00002,Bought Outs
RM720617/2,NATURAL SOFT CONVEX 27mm GREENFLEX (RD-180-3),AG-00003,Finished Goods
ZKX00000560,Sump Bracket,AG-00003,Finished Goods
8716-112-609,Plug 5 Pipe - 53001639,AG-00003,Finished Goods
7320-32268 (5500433119),(7337802) FRONT Z SUPPORT BRACKET,AG-00003,Finished Goods
156793,Headrest Guide,AG-00003,Finished Goods
8716-105-094,Valve Spindle,AG-00003,Finished Goods
GGE-20-105,"GREEN GUARD 2"" END, (steel grey)",AG-00003,Finished Goods
W10003060,3M PX5011 Tape (Mini Rear Outer RH used for 732032252),AG-00002,Bought Outs
7320-28001 (5500433042),F5X LCI2 PDC FRONT INNER BRACKET L/H,AG-00003,Finished Goods
7320-28002 (5500433043),F5XLCI2 PDC FRONT INNER BRACKET R/H,AG-00003,Finished Goods
V355/660W,CAP,AG-00003,Finished Goods
W10003059,3M PX5011 Tape (Mini Rear Outer LH used for 732032251),AG-00002,Bought Outs
1000052962,"BODY, VIVACELL 100",AG-00003,Finished Goods
GGE-20-401,"GREEN GUARD 2"" END (BLACK)",AG-00003,Finished Goods
EMP1-6.4-F,LIGHT PIPE,AG-00002,Bought Outs
W10003364,W10003364 3M PX0511 Tape (Mini Rear Inner - 7320-32253/32254),AG-00002,Bought Outs
155724,Lumber Wheel,AG-00003,Finished Goods
E1511CEC-0026.,COVER ECU,AG-00003,Finished Goods
GGE-20-111,"GREEN GUARD 2"" END, (Aluminium Grey)",AG-00003,Finished Goods
9SXXM230,Multiclip W2069,AG-00003,Finished Goods
ML012-585,4850 COVER ESD,AG-00003,Finished Goods
36268-WB,L11 ADJUSTER PLATE BLANK,AG-00003,Finished Goods
36273-WB,L11 ADJUSTER PLATE THREADED,AG-00003,Finished Goods
36278-WD,L11 ADJUSTER HOUSING,AG-00003,Finished Goods
3854-215,Bearing,AG-00003,Finished Goods
7320-28005 (5500433046),F56 LCI2 PDC BRACKET INNER FRONT JCW L/H,AG-00003,Finished Goods
7320-28006 (5500433047),F56 LCI2 PDC BRACKET INNER FRONT JCW R/H,AG-00003,Finished Goods
7320-32254 (5500433117),(7315510) REAR PDC BRACKET INNER R/H,AG-00003,Finished Goods
8-718-654-865,Support Fixing Part,AG-00003,Finished Goods
7320-32252 (5500433115),(7315508) REAR PDC OUTER BRACKET R/H,AG-00003,Finished Goods
8-718-654-900,Cap Switch,AG-00003,Finished Goods
207585,KNOB,AG-00003,Finished Goods
7320-28011 (5500433052),F56 LCI2 PDC REAR OUTER BRACKET ONE/COOPERS/JCW L/H,AG-00003,Finished Goods
7320-28012 (55000433053),F56 LCI2 PDC REAR OUTER BRACKET ONE/COOPERS/JCW R/H,AG-00003,Finished Goods
7320-32253 (5500433116),(7315509) REAR PDC BRACKET INNER L/H,AG-00003,Finished Goods
7320-28009 (5500433050),F5X LCI2 PDC REAR INNER BRACKET ONE/COOPER L/H,AG-00003,Finished Goods
7320-28010 (5500433051),F5X LCI2 PDC REAR INNER BRACKET ONE/COOPER R/H,AG-00003,Finished Goods
8-718-652-367,Housing on-off,AG-00003,Finished Goods
7320-28015 (5500433056),F5X LCI2 PDC REAR INNER BRACKET JCW L/H,AG-00003,Finished Goods
7320-28016 (5500433057),F5X LCI2 PDC REAR INNER BRACKET JCW R/H,AG-00003,Finished Goods
7320-28017 (5500433058),F55 LCI12 PDC OUTER BRACKET REAR ONE/COOPERS/JCW L/H,AG-00003,Finished Goods
7320-28018 (5500433059),F55 LCI12 PDC BRACKET OUTER REAR ONE/COOPERS/JCW R/H,AG-00003,Finished Goods
7320-28007 (5500433048),F56 LCI2 PDC BRACKET OUTER FRONT JCW L/H,AG-00003,Finished Goods
7320-28008 (5500433049),F56 LCI2 PDC BRACKET OUTER FRONT JCW R/H,AG-00003,Finished Goods
BR-273,AGD302 Adapter Bracket,AG-00003,Finished Goods
7320-33103,(7376382) F54 FOG LAMP RING R/H,AG-00003,Finished Goods
ML012-532,PCB RETENTION CLIP BACK COMPAT,AG-00003,Finished Goods
RB300 G6,PA6 GF (BLK),AG-00001,Raw Materials
TJMB002633-MA,MOULD ASSY SLEEVE ISS 01,AG-00003,Finished Goods
7320-33102,(7376381) F54 FOG LAMP RING L/H,AG-00003,Finished Goods
297-886-1742,SEAL BACK-UP,AG-00003,Finished Goods
7320-32251 (5500433114),(7315507) REAR PDC BRACKET OUTER L/H,AG-00003,Finished Goods
MAKROLON 6485 (COMPOUNDED BABY BLUE),PC-11 Makrolon 6485,AG-00001,Raw Materials
Bayblend T65 XF 901510,PC/ABS Bayblend T65 XF901510,AG-00001,Raw Materials
ML-012-451,Fibre Extender Top Cap,AG-00003,Finished Goods
ML-012-452,FCA Base,AG-00003,Finished Goods
ML2-01-153,MECH TAGGING POST,AG-00003,Finished Goods
8718654299,Prototype Spring Torsion,AG-00002,Bought Outs
7320-20131,Finalloy EBP 830/1 C16 Black,AG-00001,Raw Materials
RAMTAL PM1405NT,PM1405NT PTFE POM,AG-00001,Raw Materials
MEA ML012-564,MTL4850 BOX,AG-00003,Finished Goods
LG AF366a black,LG ABS AF366a,AG-00001,Raw Materials
7320-20989,Sabic 7632 (GREY),AG-00001,Raw Materials
F4PSD/73/1,BOBBIN,AG-00003,Finished Goods
7320-20135,Rotec PMMA U470-07,AG-00001,Raw Materials
Hostaform C27021,Acetal-01 Hostaform,AG-00001,Raw Materials
8716-106-430,Adaptor Expansion Vessel Connector,AG-00003,Finished Goods
7320-32263 (5500433118),(7337796) MINI F56 COOPER FRONT TOW EYE COVER,AG-00003,Finished Goods
B1003-R,Lock Body Red,AG-00003,Finished Goods
27502209,Cover Plate,AG-00003,Finished Goods
7320-20091,Sabic 7251U,AG-00001,Raw Materials
7320-20310,Lustran H801 Black,AG-00001,Raw Materials
7320-20998,Sabic Keltan TP2550/04,AG-00001,Raw Materials
ASA LURAN (732020999),ASA Luran S778 UV (black),AG-00001,Raw Materials
PM1009,ACETAL 02 Natural,AG-00001,Raw Materials
Polylac PA-777D,Polylac,AG-00001,Raw Materials
H801 MR40 BK 990000,NOVODUR ECO,AG-00001,Raw Materials
MAKROLON 2407 CLEAR,MAKROLON PC,AG-00001,Raw Materials
Latan 13 G/30,Latan 13 G/30,AG-00001,Raw Materials
NCS3200301 PC AG,Aluminium Grey Masterbatch,AG-00001,Raw Materials
HCM26942PC Grey,Grey Masterbatch,AG-00001,Raw Materials
Grilon TSG-30/4,Grilon TSG-30/4,AG-00001,Raw Materials
Moplen EP540P,Moplen EP540P,AG-00001,Raw Materials
HCM26888PC Steel Grey,Steel Grey Masterbatch,AG-00001,Raw Materials
Telegray RAL 7046,Telegray Masterbatch,AG-00001,Raw Materials
HCM19768P,Masterbatch (Dark Green),AG-00001,Raw Materials
HCM29689 PC,AGATE GREY RAL 7038,AG-00001,Raw Materials
HCM20622M5P,Blowing Agent,AG-00001,Raw Materials
8-718-696-981.,Control box Base,AG-00003,Finished Goods
HCM 28812 UPC,Mango Masterbatch,AG-00001,Raw Materials
Pantone,Pantone 130c yellow,AG-00001,Raw Materials
IVECO REF 1C189.,Iveco (Dark Grey),AG-00001,Raw Materials
MPC60169,GREY MB MPC60169,AG-00001,Raw Materials
Iveco Ref IC130,Pantone grey 403U,AG-00001,Raw Materials
OM3012TR   (trans-red),TRANS-RED Masterbatch,AG-00001,Raw Materials
*Workwear,MISC,AG-00016,Workwear
767-2930,"Kimberly Clark White Disposable overalls, XL",AG-00016,Workwear
PSF-963-8819K,Lotus Footwear Lotus Footwear.LOTUS BLACK OXFORD BROGUE SIZE 9,AG-00016,Workwear
PSF9635505K,WORKTOUGH D RING CHUKKA BOOT BLACK SIZE 5-100,AG-00016,Workwear
PSF9638819K,Lotus Footwear Lotus Footwear.LOTUS BLACK OXFORD BROGUE SIZE 9,AG-00016,Workwear
SSF-963-2245K,SITESAFE SAFETY SHOES,AG-00016,Workwear
SSF9632250K,Sitesafe Sitesafe.SAFETY SHOE S1P S/M/S BLACK SSF02 SZ.10,AG-00016,Workwear
SYL-963-4115S,Non Metalic Safety Shoes Size 11,AG-00016,Workwear
TSV-963-2415A,Toesavers Safety Boots Size 3,AG-00016,Workwear
A-02190,Training,AG-00024,Training
100R2AT-04,SAE 100R2AT DOUBLE WIRE HOSE N,AG-00008,Tooling
100R2AT-08,SAE 100R2AT DOUBLE WIORE HOSE N,AG-00008,Tooling
196-5724,"RS PRO FKM O-Ring, 29mm Bore, 33mm Outer Diameter",AG-00008,Tooling
280-6406.,"Pepperl + Fuchs Inductive Sensor - Barrel, PNP Output, 0.6 mm Detection, IP67, Cable Terminal",AG-00008,Tooling
30% on approval,of T1 parts,AG-00008,Tooling
30% on full,PPAP approval,AG-00008,Tooling
30K13.,"Coupling, Straight Hose Tail",AG-00008,Tooling
396-1611,"H-A Connector Set, Female to Male, 4 Way, 10.0A, 250.0 V",AG-00008,Tooling
410-4780,BALLUFF PNP Hall Effect Sensor supply voltage 10 → 30 V dc,AG-00008,Tooling
448-418,"H-A Preassembled Connector Set, Male, 4 Way, 10.0A, 400.0 V, 600.0 V",AG-00008,Tooling
08/06/7001,7000 SERIES QUICK RELEASE COUPLING,AG-00008,Tooling
8-718-225-374..,Tooling repair for Cover Diverter Valve,AG-00008,Tooling
801-04-04,801 SERIES (BSPP FEMALE STRAIGHT ),AG-00008,Tooling
801-06-08,801 SERIES (BSPP FEMALE),AG-00008,Tooling
801-08-08,BSPP SWIVEL FEMALE,AG-00008,Tooling
A-01751,Pipe connector,AG-00008,Tooling
A-019201234.,Pipe fitting,AG-00008,Tooling
AH-06-06,BSPP MALE X BSPP MALE,AG-00008,Tooling
AH-08-04,BSPP MALE X BSPP MALE,AG-00008,Tooling
AH-08-08,BSPP MALE X BSPP MALE,AG-00008,Tooling
Airgon hyd hoses,Airgon hyd hoses,AG-00008,Tooling
AQP-04-02,BSPP MALE X BSPP FIXED FEMALE,AG-00008,Tooling
